State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
26,063,MI,Huron County,"5,154","4,304","6,004",15.8,13.2,18.4,"1,529","1,192","1,866",22.8,17.8,27.8,973,750,"1,196",19.3,14.9,23.7,"38,274","35,887","40,661",,,,,,
26,065,MI,Ingham County,"53,029","48,617","57,441",20.2,18.5,21.9,"13,876","11,930","15,822",24.2,20.8,27.6,"9,016","7,468","10,564",21.9,18.1,25.7,"43,414","41,835","44,993",,,,,,
26,067,MI,Ionia County,"9,415","7,972","10,858",16.2,13.7,18.7,"3,204","2,621","3,787",21.0,17.2,24.8,"2,031","1,612","2,450",18.2,14.5,21.9,"42,719","40,198","45,240",,,,,,
26,069,MI,Iosco County,"5,036","4,116","5,956",19.9,16.3,23.5,"1,607","1,270","1,944",36.8,29.1,44.5,"1,058",832,"1,284",31.7,24.9,38.5,"33,985","31,626","36,344",,,,,,
26,071,MI,Iron County,"1,750","1,333","2,167",15.2,11.6,18.8,531,403,659,27.0,20.5,33.5,355,270,440,24.1,18.3,29.9,"34,911","32,343","37,479",,,,,,
26,073,MI,Isabella County,"20,707","19,398","22,016",32.5,30.4,34.6,"2,772","2,256","3,288",22.5,18.3,26.7,"1,719","1,364","2,074",19.8,15.7,23.9,"35,644","33,053","38,235",,,,,,
26,075,MI,Jackson County,"28,878","25,747","32,009",19.2,17.1,21.3,"10,725","9,414","12,036",29.6,26.0,33.2,"6,948","6,005","7,891",25.9,22.4,29.4,"43,465","40,968","45,962",,,,,,
26,077,MI,Kalamazoo County,"48,391","44,665","52,117",20.0,18.5,21.5,"13,939","12,352","15,526",25.0,22.2,27.8,"8,845","7,665","10,025",22.0,19.1,24.9,"43,957","42,160","45,754",,,,,,
26,079,MI,Kalkaska County,"3,032","2,520","3,544",17.9,14.9,20.9,"1,097",862,"1,332",29.2,23.0,35.4,781,618,944,28.5,22.6,34.4,"38,810","35,475","42,145",,,,,,
26,081,MI,Kent County,"96,935","91,256","102,614",16.3,15.3,17.3,"36,053","33,091","39,015",23.1,21.2,25.0,"23,129","20,735","25,523",20.7,18.6,22.8,"47,897","46,442","49,352",,,,,,
26,083,MI,Keweenaw County,297,230,364,13.7,10.6,16.8,90,69,111,22.8,17.5,28.1,60,46,74,20.7,15.8,25.6,"38,768","35,241","42,295",,,,,,
26,085,MI,Lake County,"2,792","2,239","3,345",25.2,20.2,30.2,905,705,"1,105",45.1,35.2,55.0,623,487,759,42.6,33.3,51.9,"28,526","25,964","31,088",,,,,,
26,087,MI,Lapeer County,"11,036","9,328","12,744",12.7,10.7,14.7,"3,793","3,071","4,515",18.1,14.6,21.6,"2,579","2,080","3,078",15.8,12.7,18.9,"49,759","47,487","52,031",,,,,,
26,089,MI,Leelanau County,"2,002","1,564","2,440",9.3,7.3,11.3,609,466,752,14.7,11.3,18.1,405,311,499,12.8,9.8,15.8,"55,149","51,478","58,820",,,,,,
26,091,MI,Lenawee County,"13,445","11,442","15,448",14.2,12.1,16.3,"4,330","3,481","5,179",19.3,15.5,23.1,"2,821","2,233","3,409",16.9,13.4,20.4,"45,887","43,663","48,111",,,,,,
26,093,MI,Livingston County,"12,919","10,938","14,900",7.2,6.1,8.3,"3,835","3,030","4,640",8.4,6.6,10.2,"2,526","1,972","3,080",7.1,5.5,8.7,"65,729","63,925","67,533",,,,,,
26,095,MI,Luce County,"1,060",816,"1,304",19.5,15.0,24.0,327,249,405,28.8,22.0,35.6,218,166,270,26.0,19.9,32.1,"35,813","32,669","38,957",,,,,,
26,097,MI,Mackinac County,"1,674","1,351","1,997",15.3,12.4,18.2,462,352,572,22.9,17.5,28.3,323,247,399,20.8,15.9,25.7,"37,072","33,699","40,445",,,,,,
26,099,MI,Macomb County,"105,439","98,130","112,748",12.7,11.8,13.6,"32,606","29,343","35,869",17.1,15.4,18.8,"23,151","20,739","25,563",16.3,14.6,18.0,"49,348","48,153","50,543",,,,,,
26,101,MI,Manistee County,"3,967","3,306","4,628",17.0,14.2,19.8,"1,166",908,"1,424",25.6,19.9,31.3,792,616,968,22.8,17.7,27.9,"37,479","34,408","40,550",,,,,,
26,103,MI,Marquette County,"8,837","7,628","10,046",14.2,12.3,16.1,"1,931","1,497","2,365",15.8,12.3,19.3,"1,359","1,057","1,661",15.6,12.1,19.1,"44,239","42,111","46,367",,,,,,
26,105,MI,Mason County,"4,461","3,658","5,264",15.8,13.0,18.6,"1,672","1,332","2,012",27.6,22.0,33.2,"1,115",876,"1,354",25.2,19.8,30.6,"38,776","35,917","41,635",,,,,,
26,107,MI,Mecosta County,"8,602","7,223","9,981",21.8,18.3,25.3,"2,414","1,906","2,922",28.8,22.7,34.9,"1,693","1,341","2,045",27.6,21.9,33.3,"36,193","33,743","38,643",,,,,,
26,109,MI,Menominee County,"3,264","2,558","3,970",13.8,10.8,16.8,"1,084",827,"1,341",22.0,16.8,27.2,700,530,870,18.8,14.2,23.4,"40,253","38,283","42,223",,,,,,
26,111,MI,Midland County,"9,108","7,545","10,671",11.1,9.2,13.0,"2,841","2,224","3,458",14.6,11.4,17.8,"1,894","1,473","2,315",12.8,9.9,15.7,"50,430","47,605","53,255",,,,,,
26,113,MI,Missaukee County,"2,336","1,834","2,838",15.9,12.5,19.3,918,703,"1,133",26.1,20.0,32.2,630,483,777,24.1,18.5,29.7,"36,931","34,195","39,667",,,,,,
26,115,MI,Monroe County,"18,260","15,559","20,961",12.1,10.3,13.9,"6,169","5,041","7,297",17.1,14.0,20.2,"4,117","3,361","4,873",15.1,12.3,17.9,"50,777","48,652","52,902",,,,,,
26,117,MI,Montcalm County,"12,223","10,749","13,697",20.4,17.9,22.9,"4,437","3,723","5,151",29.8,25.0,34.6,"3,047","2,557","3,537",27.6,23.2,32.0,"36,701","34,416","38,986",,,,,,
26,119,MI,Montmorency County,"1,879","1,489","2,269",19.5,15.4,23.6,616,478,754,38.7,30.1,47.3,419,325,513,34.5,26.7,42.3,"33,294","30,437","36,151",,,,,,
26,121,MI,Muskegon County,"34,760","31,011","38,509",21.0,18.7,23.3,"12,024","10,284","13,764",28.8,24.6,33.0,"7,540","6,178","8,902",24.8,20.3,29.3,"39,075","36,513","41,637",,,,,,
26,123,MI,Newaygo County,"9,435","8,191","10,679",19.8,17.2,22.4,"3,379","2,826","3,932",28.7,24.0,33.4,"2,274","1,865","2,683",26.0,21.3,30.7,"38,846","36,187","41,505",,,,,,
26,125,MI,Oakland County,"122,932","114,026","131,838",10.3,9.6,11.0,"37,083","33,432","40,734",13.3,12.0,14.6,"25,087","22,233","27,941",11.9,10.5,13.3,"60,392","59,368","61,416",,,,,,
26,127,MI,Oceana County,"5,761","4,874","6,648",22.0,18.6,25.4,"2,094","1,666","2,522",32.7,26.0,39.4,"1,380","1,078","1,682",29.9,23.4,36.4,"37,629","34,813","40,445",,,,,,
26,129,MI,Ogemaw County,"4,134","3,426","4,842",19.4,16.1,22.7,"1,311",991,"1,631",30.6,23.1,38.1,902,681,"1,123",27.9,21.1,34.7,"34,595","32,448","36,742",,,,,,
26,131,MI,Ontonagon County,"1,073",852,"1,294",16.1,12.8,19.4,284,220,348,27.0,20.9,33.1,185,141,229,22.6,17.2,28.0,"36,566","33,586","39,546",,,,,,
26,133,MI,Osceola County,"4,657","3,894","5,420",20.2,16.9,23.5,"1,602","1,258","1,946",29.0,22.8,35.2,"1,021",777,"1,265",25.2,19.2,31.2,"37,840","35,566","40,114",,,,,,
26,135,MI,Oscoda County,"1,791","1,402","2,180",21.0,16.4,25.6,619,475,763,36.0,27.6,44.4,438,339,537,34.2,26.5,41.9,"31,303","28,657","33,949",,,,,,
26,137,MI,Otsego County,"3,046","2,413","3,679",12.8,10.1,15.5,"1,158",881,"1,435",21.5,16.3,26.7,776,591,961,19.5,14.9,24.1,"43,601","40,365","46,837",,,,,,
26,139,MI,Ottawa County,"29,170","25,608","32,732",11.4,10.0,12.8,"8,956","7,516","10,396",13.2,11.1,15.3,"5,793","4,759","6,827",11.6,9.5,13.7,"53,454","51,605","55,303",,,,,,
26,141,MI,Presque Isle County,"1,959","1,573","2,345",14.9,12.0,17.8,598,460,736,26.4,20.3,32.5,421,327,515,24.0,18.6,29.4,"36,376","34,331","38,421",,,,,,
26,143,MI,Roscommon County,"5,348","4,507","6,189",22.2,18.7,25.7,"1,500","1,189","1,811",39.4,31.2,47.6,"1,031",817,"1,245",36.3,28.8,43.8,"32,401","30,002","34,800",,,,,,
26,145,MI,Saginaw County,"34,449","30,090","38,808",17.8,15.5,20.1,"12,223","9,941","14,505",26.7,21.7,31.7,"8,021","6,394","9,648",23.6,18.8,28.4,"41,714","40,328","43,100",,,,,,
26,147,MI,St. Clair County,"24,699","21,559","27,839",15.4,13.4,17.4,"8,328","6,985","9,671",22.1,18.5,25.7,"5,299","4,296","6,302",18.6,15.1,22.1,"44,706","42,779","46,633",,,,,,
26,149,MI,St. Joseph County,"10,089","8,425","11,753",16.7,13.9,19.5,"3,984","3,149","4,819",25.8,20.4,31.2,"2,609","2,014","3,204",23.3,18.0,28.6,"41,535","39,681","43,389",,,,,,
26,151,MI,Sanilac County,"7,313","6,088","8,538",17.2,14.3,20.1,"2,602","2,041","3,163",26.1,20.5,31.7,"1,748","1,354","2,142",23.5,18.2,28.8,"39,646","37,936","41,356",,,,,,
26,153,MI,Schoolcraft County,"1,322","1,042","1,602",15.9,12.5,19.3,424,323,525,25.9,19.7,32.1,274,206,342,22.0,16.6,27.4,"37,180","34,029","40,331",,,,,,
26,155,MI,Shiawassee County,"10,394","8,759","12,029",15.0,12.6,17.4,"3,596","2,900","4,292",21.6,17.4,25.8,"2,328","1,856","2,800",18.4,14.7,22.1,"45,444","42,618","48,270",,,,,,
26,157,MI,Tuscola County,"8,879","7,672","10,086",16.3,14.1,18.5,"2,970","2,414","3,526",23.6,19.2,28.0,"2,039","1,647","2,431",21.6,17.5,25.7,"40,808","38,458","43,158",,,,,,
26,159,MI,Van Buren County,"11,732","9,920","13,544",15.6,13.2,18.0,"4,435","3,567","5,303",23.4,18.8,28.0,"2,948","2,320","3,576",21.0,16.5,25.5,"43,659","41,298","46,020",,,,,,
26,161,MI,Washtenaw County,"42,565","38,013","47,117",13.0,11.6,14.4,"9,580","7,846","11,314",13.4,11.0,15.8,"5,775","4,542","7,008",11.1,8.7,13.5,"56,177","54,026","58,328",,,,,,
26,163,MI,Wayne County,"429,408","412,161","446,655",23.9,22.9,24.9,"156,419","147,981","164,857",34.6,32.7,36.5,"109,274","103,055","115,493",32.7,30.8,34.6,"39,421","38,580","40,262",,,,,,
26,165,MI,Wexford County,"5,503","4,497","6,509",17.0,13.9,20.1,"2,103","1,654","2,552",27.2,21.4,33.0,"1,402","1,087","1,717",25.5,19.8,31.2,"36,316","33,851","38,781",,,,,,
27,000,MN,Minnesota,"595,485","583,230","607,740",11.5,11.3,11.7,"189,999","182,563","197,435",15.0,14.4,15.6,"124,031","117,459","130,603",13.6,12.9,14.3,"55,422","54,978","55,866","59,780","56,238","63,322",17.1,16.1,18.1
27,001,MN,Aitkin County,"2,090","1,628","2,552",13.1,10.2,16.0,688,525,851,24.1,18.4,29.8,438,328,548,21.1,15.8,26.4,"38,646","35,689","41,603",,,,,,
27,003,MN,Anoka County,"24,288","20,565","28,011",7.4,6.3,8.5,"8,655","6,999","10,311",10.2,8.2,12.2,"5,700","4,557","6,843",9.1,7.3,10.9,"65,732","64,199","67,265",,,,,,
27,005,MN,Becker County,"4,673","3,889","5,457",14.6,12.2,17.0,"1,773","1,422","2,124",22.5,18.0,27.0,"1,119",870,"1,368",19.8,15.4,24.2,"43,970","40,699","47,241",,,,,,
27,007,MN,Beltrami County,"8,844","7,451","10,237",20.8,17.5,24.1,"3,199","2,606","3,792",29.6,24.1,35.1,"2,109","1,705","2,513",28.4,23.0,33.8,"40,308","37,290","43,326",,,,,,
27,009,MN,Benton County,"3,989","3,295","4,683",10.5,8.7,12.3,"1,180",908,"1,452",12.7,9.8,15.6,738,558,918,11.4,8.6,14.2,"49,736","46,836","52,636",,,,,,
27,011,MN,Big Stone County,579,450,708,11.3,8.8,13.8,168,129,207,15.5,11.9,19.1,111,84,138,14.0,10.6,17.4,"40,829","37,853","43,805",,,,,,
27,013,MN,Blue Earth County,"10,194","9,061","11,327",16.9,15.0,18.8,"1,769","1,413","2,125",14.5,11.6,17.4,"1,226",987,"1,465",14.6,11.7,17.5,"46,835","43,727","49,943",,,,,,
27,015,MN,Brown County,"2,317","1,893","2,741",9.3,7.6,11.0,670,523,817,11.9,9.3,14.5,445,347,543,11.0,8.6,13.4,"43,924","41,389","46,459",,,,,,
27,017,MN,Carlton County,"3,634","2,992","4,276",10.8,8.9,12.7,"1,071",839,"1,303",13.1,10.3,15.9,682,524,840,11.6,8.9,14.3,"48,959","45,517","52,401",,,,,,
27,019,MN,Carver County,"4,425","3,513","5,337",4.9,3.9,5.9,"1,515","1,173","1,857",5.6,4.3,6.9,965,745,"1,185",4.7,3.6,5.8,"81,935","77,483","86,387",,,,,,
27,021,MN,Cass County,"4,655","3,897","5,413",16.4,13.7,19.1,"1,645","1,282","2,008",27.0,21.0,33.0,"1,116",851,"1,381",25.7,19.6,31.8,"40,580","38,129","43,031",,,,,,
27,023,MN,Chippewa County,"1,226",958,"1,494",10.0,7.8,12.2,438,331,545,15.2,11.5,18.9,285,214,356,14.0,10.5,17.5,"44,717","40,812","48,622",,,,,,
27,025,MN,Chisago County,"3,909","3,125","4,693",7.4,5.9,8.9,"1,286",998,"1,574",9.4,7.3,11.5,814,626,"1,002",7.9,6.1,9.7,"63,237","60,996","65,478",,,,,,
27,027,MN,Clay County,"7,105","5,990","8,220",12.8,10.8,14.8,"1,993","1,566","2,420",14.6,11.5,17.7,"1,288",991,"1,585",13.5,10.4,16.6,"48,395","44,870","51,920",,,,,,
27,029,MN,Clearwater County,"1,348","1,056","1,640",15.7,12.3,19.1,530,401,659,24.6,18.6,30.6,363,276,450,23.6,17.9,29.3,"41,913","39,000","44,826",,,,,,
27,031,MN,Cook County,494,375,613,9.6,7.3,11.9,139,105,173,15.8,12.0,19.6,89,67,111,13.7,10.3,17.1,"43,694","39,606","47,782",,,,,,
27,033,MN,Cottonwood County,"1,269",993,"1,545",11.0,8.6,13.4,432,327,537,15.5,11.7,19.3,275,205,345,13.4,10.0,16.8,"44,219","40,954","47,484",,,,,,
27,035,MN,Crow Wing County,"7,624","6,381","8,867",12.3,10.3,14.3,"2,502","1,921","3,083",17.7,13.6,21.8,"1,692","1,298","2,086",16.8,12.9,20.7,"45,068","42,613","47,523",,,,,,
27,037,MN,Dakota County,"27,650","24,403","30,897",7.0,6.2,7.8,"9,400","7,904","10,896",9.0,7.6,10.4,"5,841","4,729","6,953",7.7,6.2,9.2,"69,688","67,650","71,726",,,,,,
27,039,MN,Dodge County,"1,370","1,055","1,685",6.9,5.3,8.5,520,391,649,9.0,6.8,11.2,348,260,436,8.2,6.1,10.3,"60,398","56,496","64,300",,,,,,
27,041,MN,Douglas County,"3,423","2,802","4,044",9.6,7.9,11.3,992,754,"1,230",12.8,9.7,15.9,655,491,819,11.8,8.8,14.8,"48,434","45,605","51,263",,,,,,
27,043,MN,Faribault County,"1,522","1,168","1,876",10.8,8.3,13.3,565,424,706,18.4,13.8,23.0,373,280,466,16.6,12.4,20.8,"44,645","40,906","48,384",,,,,,
27,045,MN,Fillmore County,"2,543","2,053","3,033",12.4,10.0,14.8,933,731,"1,135",18.6,14.6,22.6,649,511,787,18.4,14.5,22.3,"45,476","42,118","48,834",,,,,,
27,047,MN,Freeborn County,"3,773","3,153","4,393",12.3,10.3,14.3,"1,152",907,"1,397",17.2,13.6,20.8,723,558,888,15.1,11.6,18.6,"42,250","39,650","44,850",,,,,,
27,049,MN,Goodhue County,"3,763","3,035","4,491",8.3,6.7,9.9,"1,229",943,"1,515",11.5,8.8,14.2,806,611,"1,001",10.4,7.9,12.9,"55,687","51,886","59,488",,,,,,
27,051,MN,Grant County,641,508,774,10.8,8.5,13.1,207,160,254,16.2,12.5,19.9,135,103,167,15.0,11.4,18.6,"44,039","40,462","47,616",,,,,,
27,053,MN,Hennepin County,"155,936","148,556","163,316",13.7,13.0,14.4,"48,138","44,519","51,757",18.7,17.3,20.1,"32,247","29,598","34,896",17.7,16.2,19.2,"59,252","57,899","60,605",,,,,,
27,055,MN,Houston County,"1,747","1,402","2,092",9.3,7.5,11.1,547,414,680,12.5,9.4,15.6,363,273,453,11.3,8.5,14.1,"50,732","46,688","54,776",,,,,,
27,057,MN,Hubbard County,"2,581","2,112","3,050",12.8,10.5,15.1,889,684,"1,094",20.4,15.7,25.1,566,425,707,18.3,13.7,22.9,"42,021","39,400","44,642",,,,,,
27,059,MN,Isanti County,"3,324","2,619","4,029",8.9,7.0,10.8,"1,146",868,"1,424",11.9,9.0,14.8,770,578,962,11.2,8.4,14.0,"55,431","52,383","58,479",,,,,,
27,061,MN,Itasca County,"5,394","4,353","6,435",12.2,9.8,14.6,"1,810","1,401","2,219",19.2,14.9,23.5,"1,225",931,"1,519",17.6,13.4,21.8,"45,813","42,446","49,180",,,,,,
27,063,MN,Jackson County,986,769,"1,203",9.7,7.6,11.8,333,252,414,14.6,11.1,18.1,223,168,278,13.3,10.1,16.5,"50,251","47,341","53,161",,,,,,
27,065,MN,Kanabec County,"2,172","1,735","2,609",13.6,10.9,16.3,772,590,954,20.4,15.6,25.2,522,397,647,18.5,14.1,22.9,"42,737","40,492","44,982",,,,,,
27,067,MN,Kandiyohi County,"6,068","5,265","6,871",14.6,12.7,16.5,"2,215","1,881","2,549",22.3,18.9,25.7,"1,352","1,105","1,599",19.4,15.9,22.9,"44,926","42,590","47,262",,,,,,
27,069,MN,Kittson County,444,346,542,10.0,7.8,12.2,143,109,177,14.5,11.0,18.0,95,71,119,12.5,9.4,15.6,"43,980","40,313","47,647",,,,,,
27,071,MN,Koochiching County,"1,910","1,521","2,299",14.6,11.6,17.6,604,464,744,22.0,16.9,27.1,395,299,491,18.9,14.3,23.5,"41,695","37,862","45,528",,,,,,
27,073,MN,Lac qui Parle County,694,538,850,9.8,7.6,12.0,220,166,274,14.6,11.0,18.2,150,112,188,13.2,9.9,16.5,"44,852","40,973","48,731",,,,,,
27,075,MN,Lake County,"1,191",959,"1,423",11.2,9.0,13.4,321,246,396,15.8,12.1,19.5,203,154,252,14.0,10.6,17.4,"47,499","43,157","51,841",,,,,,
27,077,MN,Lake of the Woods County,464,352,576,11.7,8.9,14.5,153,116,190,19.1,14.5,23.7,104,78,130,17.7,13.3,22.1,"39,391","35,900","42,882",,,,,,
27,079,MN,Le Sueur County,"2,515","2,037","2,993",9.2,7.5,10.9,813,640,986,11.7,9.2,14.2,545,428,662,10.7,8.4,13.0,"55,946","52,058","59,834",,,,,,
27,081,MN,Lincoln County,577,454,700,10.0,7.9,12.1,190,143,237,14.5,10.9,18.1,131,98,164,14.1,10.6,17.6,"43,358","39,764","46,952",,,,,,
27,083,MN,Lyon County,"2,836","2,299","3,373",11.4,9.2,13.6,865,670,"1,060",14.0,10.9,17.1,566,432,700,13.1,10.0,16.2,"49,218","45,791","52,645",,,,,,
27,085,MN,McLeod County,"3,093","2,508","3,678",8.5,6.9,10.1,"1,070",839,"1,301",11.7,9.2,14.2,667,504,830,10.0,7.5,12.5,"53,426","49,129","57,723",,,,,,
27,087,MN,Mahnomen County,"1,179",960,"1,398",22.1,18.0,26.2,528,408,648,33.9,26.2,41.6,356,274,438,33.0,25.5,40.5,"35,978","33,350","38,606",,,,,,
27,089,MN,Marshall County,768,582,954,8.2,6.2,10.2,281,211,351,12.9,9.7,16.1,185,138,232,11.4,8.5,14.3,"47,504","43,948","51,060",,,,,,
27,091,MN,Martin County,"2,382","1,848","2,916",11.6,9.0,14.2,824,628,"1,020",18.1,13.8,22.4,556,422,690,16.7,12.7,20.7,"47,910","45,293","50,527",,,,,,
27,093,MN,Meeker County,"2,049","1,600","2,498",8.9,6.9,10.9,721,552,890,12.4,9.5,15.3,479,365,593,11.4,8.7,14.1,"49,784","47,161","52,407",,,,,,
27,095,MN,Mille Lacs County,"3,338","2,770","3,906",13.1,10.9,15.3,"1,165",925,"1,405",18.3,14.5,22.1,767,604,930,17.0,13.4,20.6,"41,944","38,759","45,129",,,,,,
27,097,MN,Morrison County,"4,386","3,605","5,167",13.4,11.0,15.8,"1,478","1,162","1,794",18.4,14.5,22.3,952,740,"1,164",16.5,12.8,20.2,"42,898","40,041","45,755",,,,,,
27,099,MN,Mower County,"4,741","3,863","5,619",12.3,10.0,14.6,"1,584","1,222","1,946",16.4,12.6,20.2,"1,050",795,"1,305",15.4,11.7,19.1,"43,122","40,161","46,083",,,,,,
27,101,MN,Murray County,763,596,930,8.9,6.9,10.9,252,191,313,13.3,10.1,16.5,171,130,212,12.5,9.5,15.5,"50,262","46,671","53,853",,,,,,
27,103,MN,Nicollet County,"2,756","2,136","3,376",9.0,7.0,11.0,795,602,988,11.0,8.3,13.7,501,376,626,9.8,7.4,12.2,"58,065","55,293","60,837",,,,,,
27,105,MN,Nobles County,"2,903","2,353","3,453",13.8,11.2,16.4,"1,005",780,"1,230",18.7,14.5,22.9,652,497,807,17.6,13.4,21.8,"44,777","40,700","48,854",,,,,,
27,107,MN,Norman County,754,567,941,11.3,8.5,14.1,287,212,362,17.7,13.1,22.3,196,146,246,16.1,12.0,20.2,"41,375","38,767","43,983",,,,,,
27,109,MN,Olmsted County,"12,151","10,146","14,156",8.5,7.1,9.9,"4,000","3,143","4,857",11.1,8.7,13.5,"2,532","1,944","3,120",10.0,7.7,12.3,"61,362","58,617","64,107",,,,,,
27,111,MN,Otter Tail County,"7,519","6,408","8,630",13.4,11.4,15.4,"2,348","1,940","2,756",19.2,15.9,22.5,"1,492","1,200","1,784",16.7,13.4,20.0,"44,096","41,315","46,877",,,,,,
27,113,MN,Pennington County,"1,560","1,206","1,914",11.5,8.9,14.1,487,367,607,15.1,11.4,18.8,328,247,409,14.4,10.8,18.0,"43,256","39,293","47,219",,,,,,
27,115,MN,Pine County,"4,219","3,474","4,964",15.2,12.5,17.9,"1,388","1,082","1,694",21.7,16.9,26.5,942,729,"1,155",20.2,15.6,24.8,"42,035","39,038","45,032",,,,,,
27,117,MN,Pipestone County,986,783,"1,189",10.5,8.3,12.7,370,280,460,15.9,12.1,19.7,234,174,294,13.9,10.3,17.5,"44,880","41,534","48,226",,,,,,
27,119,MN,Polk County,"3,578","2,768","4,388",11.7,9.0,14.4,"1,153",858,"1,448",15.6,11.6,19.6,742,549,935,14.0,10.3,17.7,"46,500","42,640","50,360",,,,,,
27,121,MN,Pope County,"1,136",893,"1,379",10.5,8.3,12.7,347,263,431,15.1,11.4,18.8,232,173,291,14.1,10.5,17.7,"45,149","41,048","49,250",,,,,,
27,123,MN,Ramsey County,"84,698","79,319","90,077",17.2,16.1,18.3,"29,067","26,315","31,819",24.9,22.5,27.3,"19,313","17,327","21,299",23.6,21.2,26.0,"50,224","48,960","51,488",,,,,,
27,125,MN,Red Lake County,445,351,539,11.0,8.7,13.3,157,121,193,16.1,12.4,19.8,103,79,127,14.7,11.2,18.2,"44,964","41,712","48,216",,,,,,
27,127,MN,Redwood County,"1,509","1,176","1,842",9.6,7.5,11.7,547,417,677,13.9,10.6,17.2,364,276,452,12.7,9.6,15.8,"46,906","42,944","50,868",,,,,,
27,129,MN,Renville County,"1,730","1,373","2,087",11.3,9.0,13.6,608,468,748,17.0,13.1,20.9,398,303,493,14.9,11.3,18.5,"49,896","47,573","52,219",,,,,,
27,131,MN,Rice County,"5,872","4,715","7,029",10.3,8.3,12.3,"1,811","1,403","2,219",12.1,9.4,14.8,"1,127",855,"1,399",10.4,7.9,12.9,"55,905","51,850","59,960",,,,,,
27,133,MN,Rock County,"1,017",830,"1,204",10.8,8.8,12.8,342,277,407,14.0,11.3,16.7,193,147,239,11.0,8.4,13.6,"44,751","40,980","48,522",,,,,,
27,135,MN,Roseau County,"1,438","1,150","1,726",9.4,7.5,11.3,496,385,607,12.5,9.7,15.3,322,246,398,10.8,8.2,13.4,"47,212","43,879","50,545",,,,,,
27,137,MN,St. Louis County,"33,324","30,575","36,073",17.4,16.0,18.8,"8,278","7,162","9,394",21.6,18.7,24.5,"4,772","3,935","5,609",17.4,14.3,20.5,"42,087","40,577","43,597",,,,,,
27,139,MN,Scott County,"6,518","5,304","7,732",5.1,4.2,6.0,"2,405","1,831","2,979",6.2,4.7,7.7,"1,535","1,158","1,912",5.4,4.1,6.7,"78,307","75,034","81,580",,,,,,
27,141,MN,Sherburne County,"6,193","5,019","7,367",7.2,5.8,8.6,"2,144","1,683","2,605",8.4,6.6,10.2,"1,342","1,035","1,649",7.3,5.6,9.0,"69,699","66,579","72,819",,,,,,
27,143,MN,Sibley County,"1,509","1,195","1,823",10.0,7.9,12.1,566,439,693,14.8,11.5,18.1,359,276,442,12.9,9.9,15.9,"47,048","44,144","49,952",,,,,,
27,145,MN,Stearns County,"17,404","15,255","19,553",12.1,10.6,13.6,"4,448","3,634","5,262",13.0,10.6,15.4,"2,816","2,241","3,391",11.5,9.1,13.9,"50,195","47,911","52,479",,,,,,
27,147,MN,Steele County,"3,733","3,136","4,330",10.4,8.7,12.1,"1,292","1,034","1,550",13.6,10.9,16.3,801,624,978,11.7,9.1,14.3,"51,069","48,198","53,940",,,,,,
27,149,MN,Stevens County,"1,014",785,"1,243",11.4,8.8,14.0,221,167,275,11.0,8.3,13.7,135,102,168,9.5,7.2,11.8,"48,885","44,397","53,373",,,,,,
27,151,MN,Swift County,953,733,"1,173",9.9,7.6,12.2,293,220,366,13.7,10.3,17.1,190,142,238,12.1,9.0,15.2,"43,357","39,911","46,803",,,,,,
27,153,MN,Todd County,"4,148","3,506","4,790",16.9,14.3,19.5,"1,544","1,255","1,833",25.3,20.6,30.0,"1,038",834,"1,242",23.6,19.0,28.2,"40,183","37,712","42,654",,,,,,
27,155,MN,Traverse County,455,359,551,13.2,10.4,16.0,146,112,180,19.5,14.9,24.1,100,77,123,17.2,13.2,21.2,"41,666","37,677","45,655",,,,,,
27,157,MN,Wabasha County,"1,597","1,223","1,971",7.5,5.8,9.2,536,399,673,10.8,8.0,13.6,366,273,459,10.1,7.6,12.6,"51,702","48,580","54,824",,,,,,
27,159,MN,Wadena County,"2,250","1,795","2,705",16.8,13.4,20.2,783,604,962,24.1,18.6,29.6,531,408,654,22.8,17.5,28.1,"36,412","33,324","39,500",,,,,,
27,161,MN,Waseca County,"1,902","1,518","2,286",10.7,8.5,12.9,664,517,811,15.0,11.7,18.3,440,340,540,13.7,10.6,16.8,"50,149","45,954","54,344",,,,,,
27,163,MN,Washington County,"13,697","11,529","15,865",5.8,4.9,6.7,"4,490","3,641","5,339",7.1,5.8,8.4,"2,834","2,253","3,415",5.9,4.7,7.1,"77,591","74,723","80,459",,,,,,
27,165,MN,Watonwan County,"1,263",980,"1,546",11.4,8.8,14.0,476,365,587,17.2,13.2,21.2,298,222,374,15.0,11.2,18.8,"43,699","39,760","47,638",,,,,,
27,167,MN,Wilkin County,608,468,748,9.5,7.3,11.7,207,156,258,13.6,10.2,17.0,137,102,172,11.9,8.9,14.9,"48,611","44,449","52,773",,,,,,
