State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
13,125,GA,Glascock County,553,430,676,18.5,14.4,22.6,188,145,231,23.5,18.1,28.9,128,99,157,21.1,16.3,25.9,"36,433","33,102","39,764",,,,,,
13,127,GA,Glynn County,"14,756","12,150","17,362",18.8,15.5,22.1,"5,690","4,597","6,783",30.2,24.4,36.0,"3,685","2,935","4,435",27.3,21.8,32.8,"42,993","39,479","46,507",,,,,,
13,129,GA,Gordon County,"10,045","8,570","11,520",18.5,15.8,21.2,"3,804","3,071","4,537",26.3,21.2,31.4,"2,470","1,954","2,986",23.7,18.8,28.6,"40,656","37,567","43,745",,,,,,
13,131,GA,Grady County,"6,974","5,889","8,059",28.1,23.7,32.5,"2,429","1,898","2,960",38.3,29.9,46.7,"1,638","1,272","2,004",36.7,28.5,44.9,"31,297","28,504","34,090",,,,,,
13,133,GA,Greene County,"4,330","3,696","4,964",27.4,23.4,31.4,"1,362","1,095","1,629",41.7,33.5,49.9,922,747,"1,097",38.9,31.5,46.3,"36,001","33,025","38,977",,,,,,
13,135,GA,Gwinnett County,"108,754","98,939","118,569",13.6,12.4,14.8,"44,510","39,210","49,810",19.2,16.9,21.5,"30,693","27,187","34,199",18.0,15.9,20.1,"57,848","55,631","60,065",,,,,,
13,137,GA,Habersham County,"7,055","5,783","8,327",17.3,14.2,20.4,"2,581","2,059","3,103",25.6,20.4,30.8,"1,692","1,336","2,048",23.4,18.5,28.3,"40,316","36,986","43,646",,,,,,
13,139,GA,Hall County,"31,495","27,596","35,394",17.8,15.6,20.0,"12,406","10,487","14,325",25.2,21.3,29.1,"8,573","7,205","9,941",24.5,20.6,28.4,"47,238","45,195","49,281",,,,,,
13,141,GA,Hancock County,"2,618","2,061","3,175",33.1,26.0,40.2,708,540,876,42.0,32.1,51.9,473,359,587,37.5,28.4,46.6,"23,887","22,254","25,520",,,,,,
13,143,GA,Haralson County,"5,868","4,776","6,960",20.7,16.8,24.6,"2,030","1,569","2,491",28.7,22.2,35.2,"1,373","1,067","1,679",26.2,20.4,32.0,"39,046","35,886","42,206",,,,,,
13,145,GA,Harris County,"2,986","2,333","3,639",9.4,7.3,11.5,993,748,"1,238",13.2,10.0,16.4,688,520,856,11.9,9.0,14.8,"62,264","56,708","67,820",,,,,,
13,147,GA,Hart County,"5,633","4,707","6,559",23.0,19.2,26.8,"1,660","1,285","2,035",30.1,23.3,36.9,"1,134",874,"1,394",28.4,21.9,34.9,"33,753","30,806","36,700",,,,,,
13,149,GA,Heard County,"2,488","1,978","2,998",21.3,16.9,25.7,936,724,"1,148",31.2,24.1,38.3,626,485,767,27.8,21.6,34.0,"39,614","36,086","43,142",,,,,,
13,151,GA,Henry County,"20,839","17,663","24,015",10.2,8.6,11.8,"8,223","6,524","9,922",13.9,11.0,16.8,"5,833","4,698","6,968",12.9,10.4,15.4,"59,371","55,480","63,262",,,,,,
13,153,GA,Houston County,"19,562","16,611","22,513",14.1,12.0,16.2,"7,883","6,471","9,295",21.2,17.4,25.0,"5,045","4,014","6,076",18.7,14.9,22.5,"54,977","50,852","59,102",,,,,,
13,155,GA,Irwin County,"2,128","1,637","2,619",24.0,18.5,29.5,799,610,988,35.1,26.8,43.4,539,409,669,32.1,24.4,39.8,"32,859","29,727","35,991",,,,,,
13,157,GA,Jackson County,"9,435","7,919","10,951",15.7,13.2,18.2,"3,382","2,701","4,063",21.3,17.0,25.6,"2,316","1,830","2,802",20.0,15.8,24.2,"50,409","47,015","53,803",,,,,,
13,159,GA,Jasper County,"2,609","2,076","3,142",18.9,15.0,22.8,"1,046",807,"1,285",30.3,23.4,37.2,704,539,869,28.2,21.6,34.8,"43,443","39,648","47,238",,,,,,
13,161,GA,Jeff Davis County,"3,513","2,742","4,284",23.6,18.4,28.8,"1,419","1,083","1,755",34.7,26.5,42.9,933,706,"1,160",32.1,24.3,39.9,"32,380","29,625","35,135",,,,,,
13,163,GA,Jefferson County,"4,734","3,927","5,541",28.9,24.0,33.8,"1,855","1,521","2,189",44.0,36.1,51.9,"1,165",927,"1,403",38.2,30.4,46.0,"29,683","26,952","32,414",,,,,,
13,165,GA,Jenkins County,"2,376","1,803","2,949",28.9,21.9,35.9,999,751,"1,247",45.7,34.4,57.0,669,502,836,42.1,31.6,52.6,"27,682","25,040","30,324",,,,,,
13,167,GA,Johnson County,"2,505","1,963","3,047",30.5,23.9,37.1,742,567,917,36.0,27.5,44.5,496,378,614,32.8,25.0,40.6,"28,332","25,691","30,973",,,,,,
13,169,GA,Jones County,"3,351","2,581","4,121",11.9,9.2,14.6,"1,330","1,003","1,657",18.1,13.6,22.6,902,681,"1,123",16.5,12.5,20.5,"52,215","48,306","56,124",,,,,,
13,171,GA,Lamar County,"3,011","2,356","3,666",17.8,13.9,21.7,"1,015",761,"1,269",26.8,20.1,33.5,696,525,867,25.7,19.4,32.0,"40,001","37,319","42,683",,,,,,
13,173,GA,Lanier County,"2,220","1,726","2,714",22.6,17.6,27.6,915,693,"1,137",33.7,25.6,41.8,601,452,750,32.9,24.7,41.1,"33,430","30,236","36,624",,,,,,
13,175,GA,Laurens County,"9,339","7,505","11,173",19.7,15.8,23.6,"3,548","2,702","4,394",28.9,22.0,35.8,"2,481","1,887","3,075",28.1,21.4,34.8,"36,568","33,946","39,190",,,,,,
13,177,GA,Lee County,"2,834","2,190","3,478",10.3,8.0,12.6,"1,165",876,"1,454",14.8,11.1,18.5,772,582,962,12.9,9.7,16.1,"61,489","56,103","66,875",,,,,,
13,179,GA,Liberty County,"13,092","11,481","14,703",21.8,19.1,24.5,"5,691","4,853","6,529",30.9,26.3,35.5,"3,624","3,004","4,244",30.0,24.9,35.1,"39,697","36,549","42,845",,,,,,
13,181,GA,Lincoln County,"1,644","1,308","1,980",20.8,16.5,25.1,516,401,631,32.0,24.9,39.1,356,276,436,29.8,23.1,36.5,"35,201","31,832","38,570",,,,,,
13,183,GA,Long County,"2,969","2,283","3,655",20.8,16.0,25.6,"1,303",980,"1,626",29.6,22.3,36.9,874,657,"1,091",28.9,21.7,36.1,"38,243","34,636","41,850",,,,,,
13,185,GA,Lowndes County,"24,077","20,961","27,193",23.3,20.3,26.3,"8,052","6,592","9,512",30.4,24.9,35.9,"5,405","4,404","6,406",29.5,24.0,35.0,"36,486","34,087","38,885",,,,,,
13,187,GA,Lumpkin County,"4,653","3,632","5,674",16.5,12.9,20.1,"1,500","1,152","1,848",24.5,18.8,30.2,"1,018",783,"1,253",23.6,18.1,29.1,"44,309","40,836","47,782",,,,,,
13,189,GA,McDuffie County,"4,618","3,710","5,526",21.4,17.2,25.6,"1,767","1,358","2,176",31.5,24.2,38.8,"1,226",948,"1,504",30.1,23.3,36.9,"36,559","33,080","40,038",,,,,,
13,191,GA,McIntosh County,"2,689","2,003","3,375",19.0,14.2,23.8,989,750,"1,228",32.8,24.9,40.7,672,509,835,30.2,22.9,37.5,"35,681","32,293","39,069",,,,,,
13,193,GA,Macon County,"4,029","3,224","4,834",31.7,25.4,38.0,"1,279",986,"1,572",40.1,30.9,49.3,855,657,"1,053",36.6,28.1,45.1,"27,324","25,253","29,395",,,,,,
13,195,GA,Madison County,"4,803","3,783","5,823",17.2,13.5,20.9,"1,711","1,304","2,118",25.3,19.3,31.3,"1,176",902,"1,450",23.3,17.9,28.7,"41,267","37,842","44,692",,,,,,
13,197,GA,Marion County,"2,062","1,593","2,531",23.8,18.4,29.2,760,582,938,36.7,28.1,45.3,518,398,638,34.5,26.5,42.5,"33,534","31,089","35,979",,,,,,
13,199,GA,Meriwether County,"4,324","3,467","5,181",20.1,16.1,24.1,"1,584","1,219","1,949",31.2,24.0,38.4,"1,129",847,"1,411",30.7,23.0,38.4,"35,287","32,484","38,090",,,,,,
13,201,GA,Miller County,"1,455","1,140","1,770",24.4,19.1,29.7,521,402,640,37.1,28.7,45.5,347,267,427,34.8,26.8,42.8,"32,015","29,012","35,018",,,,,,
13,205,GA,Mitchell County,"6,242","5,045","7,439",29.3,23.7,34.9,"2,332","1,859","2,805",40.7,32.4,49.0,"1,542","1,217","1,867",38.5,30.4,46.6,"31,094","29,009","33,179",,,,,,
13,207,GA,Monroe County,"3,649","2,908","4,390",14.5,11.6,17.4,"1,264",992,"1,536",21.6,16.9,26.3,857,675,"1,039",19.6,15.4,23.8,"49,839","45,400","54,278",,,,,,
13,209,GA,Montgomery County,"1,969","1,530","2,408",23.5,18.3,28.7,670,507,833,32.8,24.8,40.8,457,346,568,30.5,23.1,37.9,"35,133","31,738","38,528",,,,,,
13,211,GA,Morgan County,"2,916","2,354","3,478",16.5,13.3,19.7,"1,067",825,"1,309",24.3,18.8,29.8,715,552,878,21.2,16.4,26.0,"45,804","41,607","50,001",,,,,,
13,213,GA,Murray County,"7,491","6,052","8,930",19.1,15.4,22.8,"2,849","2,203","3,495",27.3,21.1,33.5,"1,900","1,465","2,335",24.9,19.2,30.6,"39,911","36,365","43,457",,,,,,
13,215,GA,Muscogee County,"36,998","32,710","41,286",20.2,17.9,22.5,"14,121","11,830","16,412",29.6,24.8,34.4,"9,198","7,480","10,916",27.3,22.2,32.4,"36,359","34,506","38,212",,,,,,
13,217,GA,Newton County,"14,785","12,250","17,320",15.1,12.5,17.7,"5,898","4,598","7,198",20.8,16.2,25.4,"4,024","3,116","4,932",19.3,14.9,23.7,"48,989","46,088","51,890",,,,,,
13,219,GA,Oconee County,"2,697","2,106","3,288",8.2,6.4,10.0,"1,014",775,"1,253",10.9,8.3,13.5,663,504,822,9.0,6.8,11.2,"76,298","69,963","82,633",,,,,,
13,221,GA,Oglethorpe County,"2,440","1,910","2,970",16.6,13.0,20.2,849,650,"1,048",24.2,18.5,29.9,584,449,719,22.1,17.0,27.2,"40,936","37,158","44,714",,,,,,
13,223,GA,Paulding County,"12,468","10,188","14,748",8.8,7.2,10.4,"5,175","4,032","6,318",12.2,9.5,14.9,"3,376","2,618","4,134",10.8,8.4,13.2,"61,496","58,746","64,246",,,,,,
13,225,GA,Peach County,"6,638","5,515","7,761",25.7,21.4,30.0,"2,221","1,803","2,639",35.6,28.9,42.3,"1,400","1,112","1,688",31.7,25.2,38.2,"38,024","34,780","41,268",,,,,,
13,227,GA,Pickens County,"3,939","3,077","4,801",13.6,10.6,16.6,"1,456","1,084","1,828",22.4,16.7,28.1,995,747,"1,243",20.9,15.7,26.1,"48,532","44,393","52,671",,,,,,
13,229,GA,Pierce County,"3,406","2,598","4,214",18.3,14.0,22.6,"1,415","1,070","1,760",29.3,22.2,36.4,946,714,"1,178",26.7,20.1,33.3,"37,262","33,890","40,634",,,,,,
13,231,GA,Pike County,"2,222","1,747","2,697",12.7,10.0,15.4,868,670,"1,066",18.3,14.1,22.5,583,447,719,15.5,11.9,19.1,"52,411","47,635","57,187",,,,,,
13,233,GA,Polk County,"9,065","7,582","10,548",22.1,18.5,25.7,"3,381","2,750","4,012",31.3,25.5,37.1,"2,208","1,767","2,649",29.3,23.5,35.1,"36,468","33,173","39,763",,,,,,
13,235,GA,Pulaski County,"2,228","1,689","2,767",20.8,15.8,25.8,724,545,903,28.4,21.4,35.4,492,371,613,26.7,20.1,33.3,"36,665","33,499","39,831",,,,,,
13,237,GA,Putnam County,"3,738","2,901","4,575",17.8,13.8,21.8,"1,495","1,145","1,845",33.0,25.3,40.7,"1,024",790,"1,258",32.1,24.8,39.4,"40,037","36,542","43,532",,,,,,
13,239,GA,Quitman County,726,583,869,28.9,23.2,34.6,226,178,274,44.4,35.0,53.8,153,119,187,40.5,31.6,49.4,"28,102","25,452","30,752",,,,,,
13,241,GA,Rabun County,"2,897","2,332","3,462",18.1,14.6,21.6,"1,023",798,"1,248",30.9,24.1,37.7,659,514,804,27.5,21.4,33.6,"37,990","34,431","41,549",,,,,,
13,243,GA,Randolph County,"2,036","1,581","2,491",27.6,21.4,33.8,668,507,829,39.4,29.9,48.9,457,348,566,37.8,28.8,46.8,"26,863","24,258","29,468",,,,,,
13,245,GA,Richmond County,"49,468","44,038","54,898",25.9,23.1,28.7,"18,786","16,319","21,253",39.1,34.0,44.2,"12,008","10,083","13,933",36.0,30.2,41.8,"37,866","35,752","39,980",,,,,,
13,247,GA,Rockdale County,"12,527","10,103","14,951",14.9,12.0,17.8,"5,550","4,383","6,717",24.6,19.4,29.8,"3,714","2,900","4,528",22.0,17.2,26.8,"53,899","49,870","57,928",,,,,,
13,249,GA,Schley County,877,674,"1,080",17.6,13.5,21.7,364,274,454,24.8,18.6,31.0,249,187,311,21.4,16.1,26.7,"37,761","34,158","41,364",,,,,,
13,251,GA,Screven County,"3,330","2,641","4,019",23.7,18.8,28.6,"1,167",877,"1,457",33.5,25.2,41.8,828,624,"1,032",32.9,24.8,41.0,"30,925","28,562","33,288",,,,,,
13,253,GA,Seminole County,"2,365","1,909","2,821",27.5,22.2,32.8,792,600,984,40.7,30.8,50.6,533,402,664,36.7,27.7,45.7,"30,604","27,642","33,566",,,,,,
13,255,GA,Spalding County,"14,122","11,465","16,779",22.5,18.3,26.7,"5,570","4,396","6,744",35.1,27.7,42.5,"3,656","2,851","4,461",32.4,25.3,39.5,"38,451","35,388","41,514",,,,,,
13,257,GA,Stephens County,"5,676","4,608","6,744",22.2,18.0,26.4,"1,986","1,585","2,387",34.2,27.3,41.1,"1,312","1,046","1,578",31.2,24.9,37.5,"34,445","31,476","37,414",,,,,,
13,259,GA,Stewart County,"1,663","1,328","1,998",38.1,30.4,45.8,429,335,523,46.1,36.0,56.2,289,224,354,43.4,33.7,53.1,"26,659","24,283","29,035",,,,,,
13,261,GA,Sumter County,"9,441","8,050","10,832",30.6,26.1,35.1,"3,466","2,829","4,103",43.0,35.1,50.9,"2,419","1,996","2,842",42.3,34.9,49.7,"31,871","29,422","34,320",,,,,,
13,263,GA,Talbot County,"1,474","1,138","1,810",21.7,16.8,26.6,512,388,636,35.8,27.1,44.5,353,267,439,32.6,24.7,40.5,"29,933","27,185","32,681",,,,,,
13,265,GA,Taliaferro County,514,402,626,30.3,23.7,36.9,156,120,192,48.9,37.6,60.2,108,83,133,48.0,36.9,59.1,"26,863","24,264","29,462",,,,,,
13,267,GA,Tattnall County,"5,800","4,642","6,958",28.0,22.4,33.6,"1,892","1,472","2,312",35.6,27.7,43.5,"1,260",966,"1,554",32.9,25.2,40.6,"35,039","31,839","38,239",,,,,,
13,269,GA,Taylor County,"2,031","1,557","2,505",23.6,18.1,29.1,718,542,894,34.0,25.7,42.3,483,364,602,30.6,23.1,38.1,"30,748","27,836","33,660",,,,,,
13,271,GA,Telfair County,"4,384","3,493","5,275",32.9,26.2,39.6,"1,346","1,074","1,618",41.2,32.9,49.5,871,685,"1,057",37.2,29.2,45.2,"28,414","25,700","31,128",,,,,,
13,273,GA,Terrell County,"2,644","2,080","3,208",29.3,23.1,35.5,955,732,"1,178",42.2,32.4,52.0,652,503,801,40.4,31.2,49.6,"31,143","28,260","34,026",,,,,,
13,275,GA,Thomas County,"11,596","10,222","12,970",26.4,23.3,29.5,"3,887","3,305","4,469",35.5,30.2,40.8,"2,446","2,015","2,877",30.9,25.5,36.3,"35,539","32,463","38,615",,,,,,
13,277,GA,Tift County,"8,765","7,084","10,446",22.6,18.3,26.9,"3,401","2,620","4,182",33.1,25.5,40.7,"2,296","1,758","2,834",31.3,24.0,38.6,"34,702","31,467","37,937",,,,,,
13,279,GA,Toombs County,"7,577","6,293","8,861",28.1,23.3,32.9,"3,015","2,353","3,677",40.0,31.2,48.8,"2,002","1,535","2,469",37.7,28.9,46.5,"32,002","29,036","34,968",,,,,,
13,281,GA,Towns County,"1,468","1,101","1,835",15.0,11.2,18.8,462,347,577,28.6,21.4,35.8,320,241,399,25.7,19.3,32.1,"38,207","35,233","41,181",,,,,,
13,283,GA,Treutlen County,"1,925","1,497","2,353",29.6,23.0,36.2,713,551,875,42.4,32.7,52.1,476,368,584,39.9,30.9,48.9,"30,809","27,898","33,720",,,,,,
13,285,GA,Troup County,"13,686","11,637","15,735",21.1,17.9,24.3,"5,207","4,232","6,182",29.9,24.3,35.5,"3,621","2,932","4,310",28.5,23.1,33.9,"39,422","36,270","42,574",,,,,,
13,287,GA,Turner County,"2,410","1,868","2,952",28.0,21.7,34.3,892,673,"1,111",41.0,30.9,51.1,605,457,753,38.1,28.8,47.4,"26,845","24,763","28,927",,,,,,
13,289,GA,Twiggs County,"2,223","1,850","2,596",25.1,20.9,29.3,581,451,711,32.1,24.9,39.3,390,296,484,29.7,22.5,36.9,"35,232","31,865","38,599",,,,,,
13,291,GA,Union County,"3,986","3,200","4,772",19.1,15.3,22.9,"1,210",949,"1,471",32.6,25.6,39.6,804,625,983,28.7,22.3,35.1,"37,540","34,060","41,020",,,,,,
13,293,GA,Upson County,"5,648","4,534","6,762",21.3,17.1,25.5,"1,991","1,543","2,439",31.8,24.6,39.0,"1,402","1,098","1,706",30.5,23.9,37.1,"33,461","30,706","36,216",,,,,,
13,295,GA,Walker County,"11,970","9,750","14,190",17.8,14.5,21.1,"4,121","3,254","4,988",25.9,20.4,31.4,"2,862","2,246","3,478",24.3,19.1,29.5,"36,854","34,165","39,543",,,,,,
13,297,GA,Walton County,"12,013","9,901","14,125",14.5,12.0,17.0,"4,634","3,648","5,620",20.8,16.4,25.2,"3,057","2,416","3,698",18.5,14.6,22.4,"51,913","48,453","55,373",,,,,,
13,299,GA,Ware County,"7,850","6,283","9,417",23.2,18.6,27.8,"2,854","2,176","3,532",34.1,26.0,42.2,"1,914","1,454","2,374",32.5,24.7,40.3,"33,176","31,043","35,309",,,,,,
13,301,GA,Warren County,"1,582","1,256","1,908",27.7,22.0,33.4,535,410,660,39.4,30.2,48.6,366,282,450,38.0,29.2,46.8,"29,764","26,916","32,612",,,,,,
13,303,GA,Washington County,"5,878","5,045","6,711",30.6,26.3,34.9,"1,747","1,370","2,124",35.4,27.8,43.0,"1,197",941,"1,453",33.8,26.6,41.0,"33,199","30,250","36,148",,,,,,
13,305,GA,Wayne County,"6,312","5,111","7,513",22.8,18.5,27.1,"2,594","2,085","3,103",35.4,28.5,42.3,"1,800","1,446","2,154",34.8,28.0,41.6,"36,562","33,331","39,793",,,,,,
13,307,GA,Webster County,606,478,734,21.8,17.2,26.4,209,158,260,30.5,23.0,38.0,143,108,178,27.2,20.6,33.8,"31,216","28,171","34,261",,,,,,
13,309,GA,Wheeler County,"1,810","1,378","2,242",33.2,25.3,41.1,485,362,608,35.3,26.3,44.3,344,259,429,35.7,26.9,44.5,"29,834","26,986","32,682",,,,,,
13,311,GA,White County,"4,485","3,602","5,368",16.8,13.5,20.1,"1,531","1,175","1,887",25.2,19.3,31.1,"1,015",772,"1,258",22.6,17.2,28.0,"40,120","36,357","43,883",,,,,,
13,313,GA,Whitfield County,"20,507","17,965","23,049",20.2,17.7,22.7,"7,914","6,632","9,196",27.4,23.0,31.8,"4,976","4,035","5,917",23.9,19.4,28.4,"40,117","37,132","43,102",,,,,,
13,315,GA,Wilcox County,"2,171","1,683","2,659",30.0,23.3,36.7,667,514,820,38.2,29.4,47.0,443,339,547,35.1,26.9,43.3,"31,442","28,904","33,980",,,,,,
13,317,GA,Wilkes County,"2,545","2,027","3,063",24.9,19.8,30.0,893,693,"1,093",38.7,30.0,47.4,593,455,731,35.3,27.1,43.5,"30,451","27,641","33,261",,,,,,
13,319,GA,Wilkinson County,"1,982","1,571","2,393",21.1,16.7,25.5,754,591,917,33.0,25.9,40.1,498,388,608,30.5,23.7,37.3,"35,530","32,191","38,869",,,,,,
13,321,GA,Worth County,"4,539","3,625","5,453",21.2,16.9,25.5,"1,601","1,225","1,977",30.4,23.3,37.5,"1,103",842,"1,364",28.7,21.9,35.5,"37,436","34,142","40,730",,,,,,
15,000,HI,Hawaii,"146,923","140,582","153,264",11.1,10.6,11.6,"43,595","40,209","46,981",14.7,13.6,15.8,"27,307","24,374","30,240",13.0,11.6,14.4,"62,774","61,500","64,048","14,535","12,873","16,197",17.1,15.1,19.1
15,001,HI,Hawaii County,"33,285","28,635","37,935",18.3,15.7,20.9,"10,022","7,945","12,099",24.5,19.4,29.6,"6,429","4,956","7,902",22.1,17.0,27.2,"46,444","43,586","49,302",,,,,,
15,003,HI,Honolulu County,"87,411","79,942","94,880",9.5,8.7,10.3,"25,409","21,874","28,944",12.3,10.6,14.0,"15,704","13,172","18,236",10.8,9.1,12.5,"67,519","65,610","69,428",,,,,,
15,005,HI,Kalawao County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
15,007,HI,Kauai County,"8,012","6,456","9,568",12.1,9.8,14.4,"2,360","1,711","3,009",15.7,11.4,20.0,"1,563","1,117","2,009",14.7,10.5,18.9,"52,714","49,013","56,415",,,,,,
15,009,HI,Maui County,"18,214","14,903","21,525",11.9,9.7,14.1,"5,804","4,484","7,124",16.6,12.8,20.4,"3,611","2,707","4,515",14.4,10.8,18.0,"56,206","52,307","60,105",,,,,,
16,000,ID,Idaho,"244,009","236,574","251,444",15.8,15.3,16.3,"83,752","79,791","87,713",19.8,18.9,20.7,"51,930","48,574","55,286",17.2,16.1,18.3,"43,259","42,380","44,138","30,059","27,951","32,167",25.1,23.3,26.9
16,001,ID,Ada County,"53,188","48,974","57,402",13.9,12.8,15.0,"16,474","14,368","18,580",16.1,14.0,18.2,"9,585","8,021","11,149",12.9,10.8,15.0,"50,909","49,527","52,291",,,,,,
16,003,ID,Adams County,618,478,758,15.8,12.2,19.4,186,138,234,24.8,18.3,31.3,124,90,158,22.5,16.3,28.7,"34,730","31,435","38,025",,,,,,
16,005,ID,Bannock County,"13,233","10,779","15,687",16.3,13.3,19.3,"4,553","3,483","5,623",20.3,15.5,25.1,"2,776","2,059","3,493",17.9,13.3,22.5,"40,946","37,902","43,990",,,,,,
16,007,ID,Bear Lake County,918,738,"1,098",15.5,12.5,18.5,331,252,410,20.3,15.5,25.1,216,161,271,17.6,13.2,22.0,"39,469","35,828","43,110",,,,,,
16,009,ID,Benewah County,"1,543","1,208","1,878",16.8,13.2,20.4,543,413,673,25.3,19.2,31.4,350,264,436,22.4,16.9,27.9,"36,906","34,111","39,701",,,,,,
16,011,ID,Bingham County,"7,060","5,737","8,383",15.6,12.7,18.5,"2,931","2,238","3,624",19.6,15.0,24.2,"1,874","1,396","2,352",17.8,13.3,22.3,"43,571","40,391","46,751",,,,,,
16,013,ID,Blaine County,"2,139","1,684","2,594",10.1,8.0,12.2,759,563,955,14.6,10.8,18.4,478,346,610,12.7,9.2,16.2,"59,191","53,936","64,446",,,,,,
16,015,ID,Boise County,"1,002",790,"1,214",14.4,11.4,17.4,304,227,381,20.9,15.6,26.2,197,144,250,17.4,12.7,22.1,"46,871","42,530","51,212",,,,,,
16,017,ID,Bonner County,"7,050","5,837","8,263",17.4,14.4,20.4,"2,188","1,683","2,693",25.3,19.4,31.2,"1,381","1,038","1,724",21.3,16.0,26.6,"40,119","37,060","43,178",,,,,,
16,019,ID,Bonneville County,"14,346","11,991","16,701",13.8,11.5,16.1,"5,614","4,401","6,827",17.3,13.6,21.0,"3,422","2,598","4,246",15.2,11.5,18.9,"49,979","47,298","52,660",,,,,,
16,021,ID,Boundary County,"1,871","1,450","2,292",17.1,13.3,20.9,696,517,875,24.9,18.5,31.3,450,325,575,21.7,15.7,27.7,"37,037","33,638","40,436",,,,,,
16,023,ID,Butte County,445,338,552,15.4,11.7,19.1,176,130,222,21.5,15.9,27.1,113,82,144,18.7,13.6,23.8,"41,368","37,476","45,260",,,,,,
16,025,ID,Camas County,125,96,154,11.3,8.7,13.9,41,31,51,17.0,12.7,21.3,24,17,31,13.7,10.0,17.4,"46,483","42,101","50,865",,,,,,
16,027,ID,Canyon County,"36,620","32,464","40,776",19.7,17.5,21.9,"14,640","12,382","16,898",25.1,21.2,29.0,"9,362","7,808","10,916",22.7,18.9,26.5,"42,419","40,165","44,673",,,,,,
16,029,ID,Caribou County,833,650,"1,016",12.1,9.4,14.8,321,239,403,16.1,12.0,20.2,204,149,259,14.0,10.2,17.8,"49,208","44,509","53,907",,,,,,
16,031,ID,Cassia County,"3,578","2,806","4,350",15.7,12.3,19.1,"1,587","1,168","2,006",21.0,15.4,26.6,"1,020",733,"1,307",19.0,13.7,24.3,"40,739","37,090","44,388",,,,,,
16,033,ID,Clark County,177,136,218,17.9,13.8,22.0,81,61,101,26.6,19.9,33.3,51,37,65,23.4,17.0,29.8,"41,387","37,318","45,456",,,,,,
16,035,ID,Clearwater County,"1,244",930,"1,558",15.3,11.4,19.2,398,293,503,26.3,19.3,33.3,260,188,332,22.6,16.3,28.9,"38,124","34,819","41,429",,,,,,
16,037,ID,Custer County,649,522,776,14.9,12.0,17.8,168,128,208,19.8,15.1,24.5,104,76,132,16.4,12.0,20.8,"42,575","38,716","46,434",,,,,,
16,039,ID,Elmore County,"4,170","3,450","4,890",15.8,13.1,18.5,"1,668","1,319","2,017",22.1,17.5,26.7,980,737,"1,223",19.5,14.7,24.3,"40,475","37,476","43,474",,,,,,
16,041,ID,Franklin County,"1,330","1,020","1,640",10.5,8.1,12.9,651,475,827,14.7,10.7,18.7,425,305,545,13.2,9.5,16.9,"43,936","40,629","47,243",,,,,,
16,043,ID,Fremont County,"2,093","1,625","2,561",16.4,12.7,20.1,938,698,"1,178",23.6,17.6,29.6,604,438,770,21.4,15.5,27.3,"38,407","35,240","41,574",,,,,,
16,045,ID,Gem County,"2,822","2,236","3,408",17.1,13.5,20.7,990,740,"1,240",24.7,18.5,30.9,628,457,799,21.7,15.8,27.6,"40,110","36,387","43,833",,,,,,
16,047,ID,Gooding County,"2,526","1,978","3,074",16.4,12.8,20.0,"1,041",777,"1,305",23.1,17.3,28.9,685,499,871,21.4,15.6,27.2,"37,751","34,424","41,078",,,,,,
16,049,ID,Idaho County,"2,886","2,288","3,484",18.3,14.5,22.1,889,676,"1,102",26.6,20.2,33.0,572,427,717,23.2,17.3,29.1,"35,715","32,924","38,506",,,,,,
16,051,ID,Jefferson County,"3,136","2,438","3,834",12.0,9.3,14.7,"1,459","1,088","1,830",15.8,11.8,19.8,928,668,"1,188",14.4,10.4,18.4,"50,123","46,082","54,164",,,,,,
16,053,ID,Jerome County,"4,261","3,575","4,947",19.1,16.0,22.2,"1,715","1,351","2,079",25.1,19.8,30.4,"1,047",797,"1,297",22.2,16.9,27.5,"40,229","36,671","43,787",,,,,,
16,055,ID,Kootenai County,"20,065","17,582","22,548",14.6,12.8,16.4,"5,964","4,729","7,199",17.7,14.0,21.4,"3,721","2,852","4,590",15.0,11.5,18.5,"43,826","41,061","46,591",,,,,,
16,057,ID,Latah County,"6,043","5,152","6,934",17.6,15.0,20.2,"1,027",776,"1,278",14.9,11.3,18.5,622,458,786,13.0,9.6,16.4,"40,942","37,629","44,255",,,,,,
16,059,ID,Lemhi County,"1,660","1,345","1,975",21.1,17.1,25.1,513,398,628,32.6,25.3,39.9,326,247,405,28.6,21.7,35.5,"34,757","31,437","38,077",,,,,,
16,061,ID,Lewis County,673,538,808,17.8,14.2,21.4,240,184,296,28.6,21.9,35.3,147,109,185,24.5,18.2,30.8,"37,742","34,309","41,175",,,,,,
